제목,링크,내용
<b>어린이보호구역</b> 단속카메라 절반은 '먹통'…경찰·지자체 '방치',https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=421&aid=0005636402,어린이보호구역의 교통사고 예방을 위한 이른바 민식이법 시행 이후 스쿨존 내에 과속단속카메라 설치는 크게 늘었지만 상당수가 무용지물인 것으로 나타났다 일 국회 행정안전위원회 소속 이형석 더불어민주당 
<b>어린이 보호구역</b>서 아이 들이받은 역주행 오토바이…누리꾼들 &quot;운전자 입장도...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=277&aid=0004977787,아이들도 항상 주위를 잘 살피고 안전할 때 건너야 한다는 걸 부모들이 잘 교육할 필요성이 있는 영상 민식이법 논하기 전에 어린이보호구역 내 불법주차 차량을 강력단속하는 것이 먼저다 불법을 저지르고 있는 차들을 
[포토뉴스] 과태료 3배 올려도...<b>어린이보호구역</b> 내 불법주정차 '여전',https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=088&aid=0000718099,일 대구 시내 한 어린이보호구역에 차량들이 줄지어 주차돼 있다 지난 월 도로교통법 시행령 개정에 따라 어린이보호구역에 불법주정차 시 승용차에는 만원 승합차에는 만원의 과태료가 부과되고 있지만 
<b>어린이보호구역</b> 횡단보도서 <b>어린이</b> 친 50대 여성 징역형 집행유예,http://www.kyongbuk.co.kr/news/articleView.html?idxno=2081867,대구지법 제형사부이규철 부장판사는 어린이보호구역 횡단보도에서 어린이를 차량으로 친 혐의특정범죄 가중처벌 등에 관한 법률 위반로 기소된 씨여에 대해 징역 월에 집행유예 년을 선고했다고 일 
<b>어린이보호구역</b> 횡단보도 사고 운전자 징역형 집행유예,https://www.idaegu.co.kr/news/articleView.html?idxno=356266,대구지법 형사부이규철 부장판사는 어린이보호구역에서 어린이를 친 혐의특정범죄 가중처벌 등에 관한 법률 위반로 기소된 씨에게 징역 월에 집행유예 년을 선고하고 시간 준법운전강의 수강을 명했다 
올해 강원도 <b>어린이보호구역</b> 사고 50% 급감,https://chmbc.co.kr/article/ki-EVkAFMBqTvlJ,올해부터 어린이보호구역에 과속 단속 카메라가 설치돼 운영되면서 어린이 교통사고가 크게 줄었습니다 강원경찰청에 따르면 올해 월부터 월까지 강원도 어린이보호구역에서 어린이 교통사고가 건 발생했으며 
올해 강원도 <b>어린이보호구역</b> 사고 50% 급감,https://mbcnewsgangwon.co.kr/article/ki-EVkAFMBqTvlJ,올해부터 어린이보호구역에 과속 단속 카메라가 설치돼 운영되면서 어린이 교통사고가 크게 줄었습니다 강원경찰청에 따르면 올해 월부터 월까지 강원도 어린이보호구역에서 어린이 교통사고가 건 발생했으며 
부산 북구의회, <b>어린이보호구역</b> 주거지 주차장 폐지 유예 건의,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=056&aid=0011106211,부산 북구의회는 지난 월 시행된 개정 주차장법에 따라 어린이 보호구역 내 주거지 전용 주차장이 폐지돼 불편과 혼란이 빚어지고 있다며 법 시행을 유예하는 등 대책을 마련해 달라고 국회 등에 건의한다고 
<b>어린이 보호구역</b> 네 모녀 사상 화물기사, 2심도 징역 7년 구형,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=003&aid=0010668689,검찰이 어린이 보호구역 횡단보도에서 네 모녀를 치어 사상케 한 혐의로 기소된 화물차 기사에게 항소심에서도 심과 같은 징역 년을 구형했다 광주고법 제형사부위광하박정훈성충용 판사는 일 특정범죄 
[독자투고]<b>어린이보호구역</b> 사고예방은 안전운전습관으로,http://www.namdonews.com/news/articleView.html?idxno=656980,로 가장 높게 발생하고 있다고 하며 그리고 년도대비 현재 년도 어린이 보호구역 내 교통사고 건수와 사망자 수는 전년 대비 와  감소 추세이나 방심할 수는 없고 운전자들의 안전운전습관을 토대로 
창원시, 가을 개학 대비 <b>어린이</b> 식품안전<b>보호구역</b> 지도·점검,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=082&aid=0001113648,어린이 식품안전보호구역은 안전하고 위생적인 식품 판매 환경을 조성하기 위해 초중고등학교 경계선으로부터 직선거리  범위 내 있는 어린이기호식품 조리판매 업소를 관리하는 구역이다 창원시 어린이 
창원시, 가을개학 대비 <b>어린이</b> 식품안전<b>보호구역</b> 31일까지 점검,http://www.shinailbo.co.kr/news/articleView.html?idxno=1448843,어린이 식품안전보호구역은 안전하고 위생적인 식품 판매 환경을 조성하기 위해 초중고등학교 경계선으로부터 직선거리  범위 내 있는 어린이기호식품 조리판매 업소를 관리하는 구역이다 시 어린이 
창원시, 개학 대비 <b>어린이</b> 식품안전<b>보호구역</b> 지도·점검,http://www.viva100.com/main/view.php?key=20210817010004378,창원시 개학 대비 어린이 식품안전보호구역 지도점검 경남 창원시는 일부터 일까지 가을 개학에 대비해 어린이식품안전관리구역 내 어린이 기호식품 조리판매업소를 대상으로 식품 안전 및 위생 상태를 집중 
창원시 가을 개학 대비 <b>어린이</b> 식품안전<b>보호구역</b> 점검,http://www.gndomin.com/news/articleView.html?idxno=286242,어린이 식품안전보호구역은 안전하고 위생적인 식품 판매 환경을 조성하기 위해 초중고등학교 경계선으로부터 직선거리 범위 내 있는 어린이기호식품 조리판매 업소를 관리하는 구역이다 창원시 어린이 
전남도·권익위·전남경찰, '교통안전 가로수 정비' 협업,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=003&aid=0010745528,이에 따라 전남도권익위전남경찰청 등 관계기관이 어린이보호구역 진입금지 일방통행 등 중요 안전표지판을 가리는 수목을 이식하거나 가지치기를 하기로 의견을 모아 연말까지 가로수 일제조사를 한다 
<b>어린이보호구역</b> 교통사고 '집유',http://www.kbmaeil.com/news/articleView.html?idxno=907375,대구지방법원 제형사부부장판사 이규철는 일 어린이보호구역 횡단보도에서 교통사고를 내 세 아이를 다치게 한 혐의특정범죄가중처벌 등에 관한 법률 위반로 기소된 씨에게 징역 개월에 집행유예 년을 
무안군, <b>어린이보호구역</b> 내 '자녀안심 그린숲' 조성,http://www.newscj.com/news/articleView.html?idxno=891463,전남 무안군이 어린이보호구역 내 교통사고를 예방하기 위해 삼향읍 남악초등학교 도로변에 자녀안심 그린숲을 조성 중이다 군에 따르면 자녀안심 그린숲 사업은 최근 사회적으로 크게 대두되고 있는 어린이보호구역 내 
강동구, <b>어린이 보호구역</b> 시점 표지판 23개…태양광 LED 교체,http://www.gukjenews.com/news/articleView.html?idxno=2287891,강동구가 어린이 보호구역에 설치된 보호구역 시점 표지판 개를 친환경 태양광  표지판으로 교체 설치했다고 밝혔다 구는 어린이 보호구역 주변 도로 중 교통량 보행량이 많아 야간 시인성 확보가 필요한 강덕초 
강동구, <b>어린이보호구역</b> 12곳에 LED 표지판 교체 설치,http://www.shinailbo.co.kr/news/articleView.html?idxno=1447962,서울 강동구가 어린이 보호구역에 설치된 보호구역 시점 표지판 개를 친환경 태양광  표지판으로 교체 설치했다고 일 밝혔다 구는 어린이 보호구역 주변 도로 중 교통량 보행량이 많아 야간 시인성 확보가 
'인공지능으로 사회문제 해결'…경기도 '판교 AI 챌린지' 접수,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=003&aid=0010744002,이번 경진대회 과제는 어린이 보호구역 내 어린이 위험 행동 분류로 제공되는 이미지영상 등을 활용해 위험 행동을 분류하고 인식하는 인공지능을 개발하면 된다 또 개발한 과제를 가지고 어린이 보호구역 내 
경기도북부자치경찰위 '<b>어린이 보호구역</b> 주ㆍ정차 전면금지' 시행 따른 대책 ...,http://www.wsobi.com/news/articleView.html?idxno=133049,경기도북부자치경찰위원회위원장 신현기는 지난 일 제회 임시회의를 열고 경기도북부경찰청에 어린이 보호구역 주정차 전면금지 시행에 따른 대책마련을 하도록 심의의결했다 지난해 월 일 개정된 
<b>어린이보호구역</b> 교통안전시설 점검한 이승우 행안부 재난안전관리본부장,http://fpn119.co.kr/162884, 행정안전부 제공  이승우 행정안전부 재난안전관리본부장은 일 오후 경기 평택시 용죽초등학교를 방문해 어린이보호구역 교통안전시설을 점검했다  행정안전부 제공  행정안전부 제공  행정안전부 제공
광진구, <b>어린이 보호구역</b>을 부탁해!…‘노랑안전자리’ 설치,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=081&aid=0003210420,구는 이와 같은 안전 사각지대를 해소하기 위해 이면도로 내 학교 정문 앞에 노랑안전자리를 설치 등하교 아동이 안전하게 대기할 수 있고 운전자가 먼 거리에서도 어린이 보호구역임을 인지할 수 있도록 구현했다 
강동구, <b>어린이 보호구역</b> 표지판 친환경 태양광 LED로 교체 설치,https://www.siminilbo.co.kr/news/newsview.php?ncode=1065602935131912, 강명초등학교 어린이보호구역 태양광  표지판 설치 모습야간사진제공강동구청 서울 강동구구청장 이정훈가 어린이 보호구역에 설치된 보호구역 시점 표지판 개를 친환경 태양광  표지판으로 교체 
<b>어린이 보호구역</b> '무인단속장비' 설치 확대,https://dgmbc.com/article/QkTWApr1LA03W9e,대구시는 어린이 보호구역 안전 확보를 위해내년까지 신호와 과속 단속 장비 대를 추가 설치합니다년 월 민식이법으로 불리는도로교통법 개정에 따른 것으로이동량이 많은 개소에 대를우선 
[기고] <b>어린이 보호구역</b>, 속도를 줄이면 <b>어린이</b>가 보입니다.,https://www.siminilbo.co.kr/news/newsview.php?ncode=1065594593041827,이러한 어린이들의 특성을 충분히 이해하고 학교가 위치한 어린이보호구역을 주행하는 운전자들은 횡단보도를 통행할 때에는 반드시 일시 정지하여 어린이 안전을 보장하며 통행해야 한다 또한 여유 있는 마음을 갖고 
천안시, 점심시간 주정차도 24시간 단속으로 변경,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=003&aid=0010744304,위해 신고시간을 점심시간까지 포함한 시간으로 변경하기로 했다 앞서 천안시는 지난 월 어린이보호구역에 대한 고정형 및 이동형 무인단속카메라 단속시간을 분에서 분으로 축소하고 점심시간 유예를 폐지했다
광양시, <b>어린이보호구역</b> 114개소 불법 주·정차 집중 단속,http://www.sisamagazine.co.kr/news/articleView.html?idxno=368631,광양시는 오는 일월 일 교육부의 학기 전면등교 방침에 따라 학교 주변 등 어린이 보호구역 내 교통안전 강화와 안전한 통학로 확보로 등하교 시간대 교통사고 예방을 위해 불법 주정차 차량을 집중 단속한다 
광주 광산경찰, <b>어린이 보호구역</b> 불법 주정차 단속,https://www.jnilbo.com/view/media/view?code=2021090109070780538,광주 광산경찰 교통안전계는 광산구와 합동으로 불법 주정차 차량 단속을 했다고 일 밝혔다개학기 어린이 교통사고의 원인인 시야 가림을 제거해 운전자의 시인성을 확보하고 교통사고로부터 안전한 어린이 등하굣길 
북부자치경찰위 ‘<b>어린이 보호구역</b> 주ㆍ정차 전면금지’ 시행, 대책 마련 의결,http://www.mhj21.com/145021, 경기북부자치경찰위원회 경기도북부자치경찰위원회위원장 신현기는 일 제회 임시회의를 열고 경기도북부경찰청에 어린이 보호구역 주정차 전면금지 시행에 따른 대책마련을 하도록 심의의결했다 지난해 
<b>어린이보호구역</b> 주차장 폐지…주차난 우려도,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=056&aid=0011100778,앵커 최근 어린이 안전을 위해 법이 개정돼 어린이보호구역 안에 있는 노상 주차장을 운영할 수 없게 됐습니다 노상 주차장은 주택가 밀집 지역 주민을 위한 대안이었던 만큼 민원도 잇따르고 있습니다 김영록 기자가 
<b>어린이보호구역</b> 불법주정차 과태료 강화 효과 나타나,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=056&aid=0011101883,또 주민 신고가 늘면서 계도장 발송 건수는 지난해보다 배이상 늘어난 건으로 조사됐습니다 개정된 도로교통법에 따라 어린이보호구역 내에서 주정차 위반 과태료는 승용차는 만 원 승합차는 만 원입니다
인천 동구, <b>어린이보호구역</b> 내 태양광 과속경보시스템 추가 설치,http://www.ifm.kr/news/315810,인천 동구가 교통약자인 어린이들의 안전한 보행 환경 조성을 위해 어린이보호구역에 태양광 과속경보시스템을 추가 설치했다고 일 밝혔습니다 태양광 과속경보시스템은 주행차량의 속도를 실시간으로 측정해 
<b>어린이보호구역</b> 주차장 폐지…주차난에 <b>보호구역</b> 줄이기도,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=056&aid=0011100544,앵커 법 개정으로 어린이보호구역 안에 있는 노상 주차장이 모두 사라지게 됐습니다 주차난 해소를 위한 대안이던 노상 주차장 폐지에 민원이 잇따르는 등 자치단체의 고민도 커졌는데요 어린이 안전 강화를 위해 법을 
북부자치경찰위, '<b>어린이보호구역</b> 주·정차 전면금지' 대책 지시,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=003&aid=0010662338,경기도북부자치경찰위원회는 일 제회 임시회의를 열고 경기도북부경찰청에 어린이 보호구역 주정차 전면금지 시행에 따른 대책마련을 하도록 심의의결했다 지난해 월일 개정된 도로교통법 제조와 제조에 
